,agent,step,test_id,avg_reward,std_reward
101,,12240,-1,-2310.983333333333,598.7196058163528
102,,12360,-1,-2088.9083333333333,473.19823181962784
103,,12480,-1,-2252.7,587.7825079624832
104,,12600,-1,-2249.2833333333333,426.6129819741646
105,,12720,-1,-2312.108333333333,542.1129617191318
106,,12840,-1,-2293.483333333333,564.1446768240297
107,,12960,-1,-2194.9166666666665,556.0368030885086
108,,13080,-1,-2204.866666666667,635.7751559229795
109,,13200,-1,-2512.325,678.7863208514149
110,,13320,-1,-2338.1583333333333,586.3274823826888
111,,13440,-1,-2262.116666666667,508.97025426072025
112,,13560,-1,-2171.6916666666666,484.6602211142932
113,,13680,-1,-2222.65,477.8372569888902
114,,13800,-1,-2367.483333333333,592.0706318130934
115,,13920,-1,-2344.7083333333335,585.6031562391227
116,,14040,-1,-2265.516666666667,536.544483762116
117,,14160,-1,-2290.85,553.2685702561942
118,,14280,-1,-2235.4333333333334,483.5477696728169
119,,14400,-1,-2107.6833333333334,478.9518588079136
120,,14520,-1,-2214.175,503.58568722214494
121,,14640,-1,-2068.133333333333,418.1560899419684
122,,14760,-1,-2269.4083333333333,556.7354622534436
123,,14880,-1,-2210.483333333333,575.4903269290362
124,,15000,-1,-2196.7833333333333,519.9780473464454
125,,15120,-1,-2182.0916666666667,476.7112682367482
126,,15240,-1,-2420.7083333333335,575.1416839329438
127,,15360,-1,-2095.383333333333,514.8784675910315
128,,15480,-1,-2220.991666666667,498.38356205893825
129,,15600,-1,-2167.0416666666665,508.716577867502
130,,15720,-1,-2086.9583333333335,531.12645066615
131,,15840,-1,-2299.4166666666665,562.5465844907621
132,,15960,-1,-2337.0666666666666,486.1849396634532
133,,16080,-1,-2276.8,584.0315859038219
134,,16200,-1,-2148.8,504.96015684408206
135,,16320,-1,-2224.7916666666665,498.76891602947967
136,,16440,-1,-2248.3083333333334,565.0539472155635
137,,16560,-1,-2348.85,694.5824363121582
138,,16680,-1,-2250.775,525.5904372306762
139,,16800,-1,-2214.625,445.3001621097841
140,,16920,-1,-2334.8166666666666,538.8749697801481
141,,17040,-1,-2264.875,503.2784279518313
142,,17160,-1,-2327.2,701.0276100126157
143,,17280,-1,-2177.508333333333,466.1265742948892
144,,17400,-1,-2296.633333333333,482.9457514968828
145,,17520,-1,-2196.2833333333333,454.86575278378075
146,,17640,-1,-2337.0,540.4086416777585
147,,17760,-1,-2314.0416666666665,580.2647153933759
148,,17880,-1,-2274.9583333333335,493.4934716865282
149,,18000,-1,-2369.9083333333333,585.8324987547397
150,,18120,-1,-2265.6,505.9648604399321
151,,18240,-1,-2176.5666666666666,571.5385191646219
152,,18360,-1,-2191.633333333333,503.781201404825
153,,18480,-1,-2326.9,579.8131221925446
154,,18600,-1,-2143.9416666666666,510.23833149867875
155,,18720,-1,-2124.825,495.9132763985386
156,,18840,-1,-2277.491666666667,608.2703756805485
157,,18960,-1,-2434.633333333333,614.1198163948864
158,,19080,-1,-2368.3166666666666,691.5671934494547
159,,19200,-1,-2057.5333333333333,509.4954355918107
160,,19320,-1,-2271.508333333333,570.2151932360468
161,,19440,-1,-2488.125,699.4219704215284
162,,19560,-1,-2418.1666666666665,594.7278836203626
163,,19680,-1,-2352.0666666666666,622.1104769697707
164,,19800,-1,-2128.758333333333,408.770208385945
165,,19920,-1,-2257.4,533.1556745766975
166,,20040,-1,-2395.4166666666665,580.5681209432323
167,,20160,-1,-2277.3166666666666,531.2469918869084
168,,20280,-1,-2275.375,617.3486732592855
169,,20400,-1,-2294.2166666666667,570.676706249305
170,,20520,-1,-2200.625,547.8997636809736
171,,20640,-1,-2208.375,403.914101068119
172,,20760,-1,-2411.8166666666666,565.7532439637935
173,,20880,-1,-2192.975,595.8290647282994
174,,21000,-1,-2106.2,594.3930882280962
175,,21120,-1,-2277.9166666666665,599.3088183250954
176,,21240,-1,-2167.7,541.1967079229756
177,,21360,-1,-2155.7083333333335,507.32891033715885
178,,21480,-1,-2282.475,552.7147088462546
179,,21600,-1,-2011.7166666666667,495.8559465431692
180,,21720,-1,-2223.4666666666667,540.6873393088549
181,,21840,-1,-2146.3166666666666,492.12310423533484
182,,21960,-1,-2234.45,543.8394807600248
183,,22080,-1,-2404.425,647.7023578581446
184,,22200,-1,-2076.8166666666666,489.938295151089
185,,22320,-1,-2204.55,527.8763089020002
186,,22440,-1,-2198.475,518.936524096798
187,,22560,-1,-2282.675,589.2642893543892
188,,22680,-1,-2171.425,467.9122720927503
189,,22800,-1,-2101.5833333333335,514.820123657013
190,,22920,-1,-2348.275,684.8198176953799
191,,23040,-1,-2152.0583333333334,510.84363713099356
192,,23160,-1,-2434.0583333333334,573.5026343420074
193,,23280,-1,-2209.425,601.2693470553221
194,,23400,-1,-2267.025,573.316237087642
195,,23520,-1,-2275.4666666666667,604.0050073375955
196,,23640,-1,-2014.4333333333334,448.72810500594034
197,,23760,-1,-1974.3416666666667,453.5272593026306
198,,23880,-1,-2245.35,511.9898216761736
199,,24000,-1,-2096.85,450.2959332483472
200,,24120,-1,-2205.8,669.9100511760266
201,,24240,-1,-2346.483333333333,666.4398945558073
202,,24360,-1,-2197.7833333333333,532.0331472025237
203,,24480,-1,-2205.725,613.9012944887802
204,,24600,-1,-2350.9,591.489439184392
205,,24720,-1,-2352.641666666667,654.8045102144779
206,,24840,-1,-2135.825,554.025911886499
207,,24960,-1,-2075.0833333333335,584.2907464515323
208,,25080,-1,-2134.9,476.3729176461091
209,,25200,-1,-2204.741666666667,535.349146131652
210,,25320,-1,-2223.858333333333,699.5537064899942
211,,25440,-1,-1998.2,479.5460631333206
212,,25560,-1,-2140.975,501.73071234311874
213,,25680,-1,-2288.241666666667,593.6211754398216
214,,25800,-1,-2187.65,477.0969442017698
215,,25920,-1,-2329.825,689.5728588831881
216,,26040,-1,-2344.108333333333,579.9148040277603
217,,26160,-1,-2467.5416666666665,559.670809432255
218,,26280,-1,-2203.65,650.1089735575106
219,,26400,-1,-2011.6083333333333,511.83039664575955
220,,26520,-1,-2127.3166666666666,616.4669899696352
221,,26640,-1,-2103.5916666666667,649.1812984551302
222,,26760,-1,-2185.116666666667,563.4695079495331
223,,26880,-1,-2297.9416666666666,586.3682332208622
224,,27000,-1,-2112.891666666667,529.8454144973691
225,,27120,-1,-2234.15,503.0335417908697
226,,27240,-1,-2361.275,611.4848861923463
227,,27360,-1,-2134.016666666667,525.5920944251561
228,,27480,-1,-2393.625,646.0382607671158
229,,27600,-1,-2207.1666666666665,596.2512939655189
230,,27720,-1,-2071.6,432.48330218248503
231,,27840,-1,-2350.858333333333,656.0423804378461
232,,27960,-1,-2033.6833333333334,563.861285887072
233,,28080,-1,-2104.0333333333333,604.2739022073424
234,,28200,-1,-2091.75,583.5713645305088
235,,28320,-1,-2072.633333333333,669.2770842898743
236,,28440,-1,-2250.8166666666666,726.8114494527143
237,,28560,-1,-2124.3416666666667,583.2276927557729
238,,28680,-1,-2193.5916666666667,586.1785918960383
239,,28800,-1,-2201.6,643.2863981151785
240,,28920,-1,-2068.5833333333335,591.4831581616579
241,,29040,-1,-2042.7,452.4803605314452
242,,29160,-1,-2130.2083333333335,578.2928885353473
243,,29280,-1,-2209.8166666666666,618.0098567624594
244,,29400,-1,-2256.8416666666667,564.2615379980182
245,,29520,-1,-2019.0583333333334,591.118012693367
246,,29640,-1,-2022.55,548.899426883772
247,,29760,-1,-2095.975,499.71861186238266
248,,29880,-1,-2167.525,516.9146441870263
249,,30000,-1,-2187.4333333333334,686.868737257871
250,,30120,-1,-2231.825,558.0526059805354
251,,30240,-1,-2135.883333333333,532.9611334067638
252,,30360,-1,-2196.9583333333335,502.2057247090634
253,,30480,-1,-2111.8333333333335,541.1611487245633
254,,30600,-1,-2122.3333333333335,595.1553345322734
255,,30720,-1,-2106.1,492.9757161023925
256,,30840,-1,-2227.275,576.4911962684253
257,,30960,-1,-2244.733333333333,706.0346395342244
258,,31080,-1,-1969.475,492.59958320627925
259,,31200,-1,-1990.0,459.8788789815568
260,,31320,-1,-1941.8416666666667,513.1175952910037
261,,31440,-1,-2065.8083333333334,480.2432594674171
262,,31560,-1,-2085.2916666666665,579.5837068654439
263,,31680,-1,-1857.7166666666667,497.93656194561794
264,,31800,-1,-1948.8916666666667,567.4587032820588
265,,31920,-1,-2019.925,514.1790084283228
266,,32040,-1,-1975.4083333333333,518.9861670576801
267,,32160,-1,-2159.375,593.5070213358895
268,,32280,-1,-1965.675,512.424159632428
269,,32400,-1,-1959.7083333333333,549.9611258357771
270,,32520,-1,-2171.8,602.9431371751956
271,,32640,-1,-2027.1,534.0755002806251
272,,32760,-1,-1843.4916666666666,477.16192212974784
273,,32880,-1,-1864.6083333333333,469.51505648263173
274,,33000,-1,-1820.425,470.369122117584
275,,33120,-1,-1928.0,480.0525665660654
276,,33240,-1,-2047.7916666666667,541.7804582398257
277,,33360,-1,-2035.825,641.0257231253153
278,,33480,-1,-1992.6583333333333,534.9014784025393
279,,33600,-1,-2087.9083333333333,549.7031319393122
280,,33720,-1,-1926.3083333333334,557.7031288513232
281,,33840,-1,-2079.991666666667,588.1333960907357
282,,33960,-1,-2221.575,690.0765858765243
283,,34080,-1,-1869.1416666666667,536.3821600288569
284,,34200,-1,-2206.6666666666665,534.906616979907
285,,34320,-1,-2231.133333333333,547.4981877189691
286,,34440,-1,-2006.8083333333334,524.5063916965698
287,,34560,-1,-2025.8833333333334,546.1474950861616
288,,34680,-1,-2281.575,742.8675146854922
289,,34800,-1,-2027.3583333333333,484.3074745763848
290,,34920,-1,-1924.5166666666667,635.7124872054102
291,,35040,-1,-2047.7583333333334,616.0990855892328
292,,35160,-1,-1765.8833333333334,468.5159937386224
293,,35280,-1,-2031.0,596.0120105053812
294,,35400,-1,-2082.2166666666667,562.8420468677
295,,35520,-1,-2009.575,581.7811395834348
296,,35640,-1,-1734.2333333333333,408.407021922439
297,,35760,-1,-2079.0583333333334,618.230071734805
298,,35880,-1,-1800.7083333333333,525.1965409227504
299,,36000,-1,-2102.0416666666665,622.0884904340826
300,,36120,-1,-2055.725,563.2738079374304
301,,36240,-1,-1978.575,618.3552466355135
302,,36360,-1,-1805.0333333333333,541.281349104963
303,,36480,-1,-1886.8166666666666,474.5056196248423
304,,36600,-1,-1802.8416666666667,448.31402676831584
305,,36720,-1,-2050.4166666666665,630.5431201661698
306,,36840,-1,-1734.525,445.56864346772284
307,,36960,-1,-1835.1583333333333,435.3329759282607
308,,37080,-1,-1544.5,352.7612034601689
309,,37200,-1,-1925.55,541.2484464950762
310,,37320,-1,-1936.0833333333333,624.4948836637673
311,,37440,-1,-1932.1416666666667,609.3224829791601
312,,37560,-1,-1770.3833333333334,569.5237949862635
313,,37680,-1,-2231.175,745.7666822639638
314,,37800,-1,-1914.6916666666666,693.4578549538697
315,,37920,-1,-1765.2083333333333,498.77469689619267
316,,38040,-1,-1859.3666666666666,562.949819156991
317,,38160,-1,-1976.4166666666667,567.3368867397533
318,,38280,-1,-1811.4166666666667,469.2825656136065
319,,38400,-1,-1860.5833333333333,646.1655177962447
320,,38520,-1,-2043.2916666666667,679.1658044473055
321,,38640,-1,-1934.5083333333334,590.7102645097868
322,,38760,-1,-1853.9583333333333,594.6755193077053
323,,38880,-1,-1728.1833333333334,471.82636254123076
324,,39000,-1,-1779.3,525.8655341434728
325,,39120,-1,-1997.1166666666666,660.0039669493577
326,,39240,-1,-1825.4666666666667,579.7700252878051
327,,39360,-1,-1636.5333333333333,484.79547119263486
328,,39480,-1,-1821.4,653.6719666621783
329,,39600,-1,-1837.6833333333334,564.349093843715
330,,39720,-1,-1699.7166666666667,486.85016831555976
331,,39840,-1,-1783.8166666666666,483.81261839913003
332,,39960,-1,-1837.0916666666667,485.28689102140623
333,,40080,-1,-1906.9833333333333,624.5399771476247
334,,40200,-1,-1901.975,494.6871985153851
335,,40320,-1,-1682.525,473.33126107234176
336,,40440,-1,-1921.4416666666666,518.9001798007225
337,,40560,-1,-1903.9833333333333,637.1600006190665
338,,40680,-1,-1826.6583333333333,639.443292974878
339,,40800,-1,-2006.925,584.0300386467006
340,,40920,-1,-1556.4333333333334,474.72380976264037
341,,41040,-1,-1779.4333333333334,470.4695479577351
342,,41160,-1,-1962.7083333333333,769.3140385632876
343,,41280,-1,-1873.575,655.2695076900293
344,,41400,-1,-1871.0583333333334,616.6138485826351
345,,41520,-1,-1918.9333333333334,626.0000363862255
346,,41640,-1,-1668.175,438.742324956612
347,,41760,-1,-2053.025,657.6652575905669
348,,41880,-1,-2007.7666666666667,682.0293827166751
349,,42000,-1,-1687.8583333333333,553.3952369363951
350,,42120,-1,-1850.6333333333334,601.8648094787474
351,,42240,-1,-1792.95,618.1636494489142
352,,42360,-1,-1743.6,616.8099707365309
353,,42480,-1,-1810.8333333333333,525.480230096454
354,,42600,-1,-1794.9833333333333,614.5667713022638
355,,42720,-1,-1802.325,522.6196699082421
356,,42840,-1,-2044.875,845.5406609826638
357,,42960,-1,-2069.525,759.1328821150704
358,,43080,-1,-1734.1083333333333,650.2990055330104
359,,43200,-1,-1863.7666666666667,672.1872845833633
360,,43320,-1,-1763.8916666666667,670.6638104126555
361,,43440,-1,-1913.2666666666667,661.0056068008971
362,,43560,-1,-1619.6,614.6761532167434
363,,43680,-1,-1539.75,554.1312607737148
364,,43800,-1,-1514.725,473.58119617970476
365,,43920,-1,-1445.7833333333333,546.7839028253198
366,,44040,-1,-1508.3416666666667,481.6030608954732
367,,44160,-1,-1725.55,677.2369089420137
368,,44280,-1,-1858.4583333333333,760.0347677994007
369,,44400,-1,-1484.9083333333333,467.17355796736706
370,,44520,-1,-1528.6583333333333,544.4618672878346
371,,44640,-1,-1380.4416666666666,444.0466341094017
372,,44760,-1,-1665.7916666666667,642.630971032797
373,,44880,-1,-1762.1,628.5494729931767
374,,45000,-1,-1677.5833333333333,599.72922478028
375,,45120,-1,-1532.3583333333333,550.9665718207311
376,,45240,-1,-1335.5833333333333,531.8697770340239
377,,45360,-1,-1815.9083333333333,760.785252177351
378,,45480,-1,-1619.0833333333333,525.4109753855124
379,,45600,-1,-1476.4333333333334,716.145093926891
380,,45720,-1,-1276.9166666666667,494.05268921666874
381,,45840,-1,-1594.575,535.4638902002015
382,,45960,-1,-1352.4166666666667,474.4118742073062
383,,46080,-1,-1398.2833333333333,560.8253023199135
384,,46200,-1,-1340.6416666666667,510.61405509826
385,,46320,-1,-1452.7,577.0379334728929
386,,46440,-1,-1513.8083333333334,584.011334020059
387,,46560,-1,-1128.3166666666666,405.6311334068046
388,,46680,-1,-1402.9916666666666,588.4402900299702
389,,46800,-1,-1444.4,537.2456979818452
390,,46920,-1,-1305.1166666666666,496.12631428117396
391,,47040,-1,-1151.0666666666666,446.480323070221
392,,47160,-1,-1414.5416666666667,594.0067886232913
393,,47280,-1,-1265.85,518.5361551200327
394,,47400,-1,-1374.9666666666667,515.4572231416385
395,,47520,-1,-1382.775,537.2006524955705
396,,47640,-1,-1157.9583333333333,533.0523175673181
397,,47760,-1,-1357.2,518.1906759742659
398,,47880,-1,-1239.6,457.70941291027293
399,,48000,-1,-994.6333333333333,358.3715235462897
400,,48120,-1,-1203.4833333333333,581.8610370087422
401,,48240,-1,-1090.9916666666666,486.90261681766395
402,,48360,-1,-1208.125,522.049224411198
403,,48480,-1,-1042.7333333333333,418.5842156072724
404,,48600,-1,-1029.0416666666667,424.9587116382275
405,,48720,-1,-1083.875,523.500215894575
406,,48840,-1,-1118.8833333333334,462.7372037368751
407,,48960,-1,-1092.775,465.49854032173573
408,,49080,-1,-1072.4333333333334,392.8463171379985
409,,49200,-1,-1257.8583333333333,517.4519187942866
410,,49320,-1,-992.6833333333333,436.52317585158704
411,,49440,-1,-1096.75,414.51150466543146
412,,49560,-1,-1167.375,467.14978080732664
413,,49680,-1,-1184.2833333333333,593.121842223183
414,,49800,-1,-1159.425,543.6256472748504
415,,49920,-1,-1004.9416666666667,399.7506576153301
416,,50040,-1,-1042.075,411.80323299888425
417,,50160,-1,-1043.1833333333334,418.318219846513
418,,50280,-1,-904.15,306.4908549478543
419,,50400,-1,-1068.7416666666666,529.2883980061238
420,,50520,-1,-1130.9,488.3505127808645
421,,50640,-1,-899.8333333333334,386.72755986036935
422,,50760,-1,-956.8166666666667,357.33515974346676
423,,50880,-1,-1280.6833333333334,497.7829510829885
424,,51000,-1,-973.1333333333333,418.9857780667767
425,,51120,-1,-924.1333333333333,341.6349887753823
426,,51240,-1,-1164.775,537.5446099704966
427,,51360,-1,-1001.375,509.12799737230455
428,,51480,-1,-1048.2166666666667,555.0787809451516
429,,51600,-1,-1415.5833333333333,628.8892666616454
430,,51720,-1,-892.8416666666667,349.9019623607288
431,,51840,-1,-969.05,426.3184226608088
432,,51960,-1,-810.925,321.79206957547393
433,,52080,-1,-732.65,380.6772834917611
434,,52200,-1,-827.425,346.63493434495797
435,,52320,-1,-797.6,395.0854211433269
436,,52440,-1,-832.3416666666667,366.94428495875076
437,,52560,-1,-774.2416666666667,350.5126007205574
438,,52680,-1,-665.4916666666667,301.64711711516304
439,,52800,-1,-703.3333333333334,312.5534176567086
440,,52920,-1,-745.4833333333333,244.71738745381828
441,,53040,-1,-627.0333333333333,301.98862929292926
442,,53160,-1,-813.7,338.60484836064194
443,,53280,-1,-682.025,287.47453401707315
444,,53400,-1,-564.8916666666667,314.0017727081949
445,,53520,-1,-740.4166666666666,345.9271740153153
446,,53640,-1,-654.65,276.89997140965306
447,,53760,-1,-848.7083333333334,355.5995030891104
448,,53880,-1,-695.6666666666666,331.34338515939754
449,,54000,-1,-660.2833333333333,312.1746088151451
450,,54120,-1,-784.0583333333333,341.9263150600661
451,,54240,-1,-767.175,365.5448367961628
452,,54360,-1,-580.5666666666667,273.7226008612044
453,,54480,-1,-587.25,335.687906891704
454,,54600,-1,-724.25,319.4612978645979
455,,54720,-1,-499.0083333333333,265.2256113774753
456,,54840,-1,-525.55,301.406117223921
457,,54960,-1,-409.5,252.3952588038584
458,,55080,-1,-409.0,246.16691491750063
459,,55200,-1,-522.3583333333333,261.29793964723274
460,,55320,-1,-474.35,310.6746060323137
461,,55440,-1,-557.2416666666667,327.12479769025293
462,,55560,-1,-354.475,206.1368462332729
463,,55680,-1,-355.925,173.78248677105913
464,,55800,-1,-365.3333333333333,217.6782921857136
465,,55920,-1,-319.4583333333333,266.47175884864214
466,,56040,-1,-394.35,288.6371323420926
467,,56160,-1,-296.30833333333334,257.6493998904109
468,,56280,-1,-484.2416666666667,269.728443557384
469,,56400,-1,-236.43333333333334,138.4783817865526
470,,56520,-1,-251.25833333333333,248.06304628169744
471,,56640,-1,-287.0416666666667,186.87497584540907
472,,56760,-1,-522.4,288.12845514920366
473,,56880,-1,-271.26666666666665,193.66959550281047
474,,57000,-1,-238.04166666666666,195.54856156606104
475,,57120,-1,-406.675,212.20745205655084
476,,57240,-1,-292.18333333333334,232.36400981123464
477,,57360,-1,-334.71666666666664,216.79368776686178
478,,57480,-1,-333.4166666666667,268.82384515184333
479,,57600,-1,-273.26666666666665,242.5794280001684
480,,57720,-1,-223.85833333333332,144.83768477352695
481,,57840,-1,-255.925,185.57658627908856
482,,57960,-1,-263.09166666666664,257.8494714568086
483,,58080,-1,-264.71666666666664,198.1697161245605
484,,58200,-1,-231.23333333333332,208.32309574846045
485,,58320,-1,-244.68333333333334,206.64881576131899
486,,58440,-1,-218.39166666666668,186.9493378714018
487,,58560,-1,-243.71666666666667,213.79652255253254
488,,58680,-1,-297.475,223.0107233034621
489,,58800,-1,-289.46666666666664,234.09292789165775
490,,58920,-1,-243.73333333333332,249.20773574581418
491,,59040,-1,-246.23333333333332,289.568982378216
492,,59160,-1,-279.96666666666664,212.58347118772483
493,,59280,-1,-216.73333333333332,184.03417858889387
494,,59400,-1,-224.18333333333334,194.88889926200403
495,,59520,-1,-241.60833333333332,230.9214258802235
496,,59640,-1,-280.525,212.29138632627874
497,,59760,-1,-249.19166666666666,205.72000777081024
498,,59880,-1,-206.88333333333333,141.33188973319346
499,,60000,-1,-179.225,122.45662242198254
500,,60120,-1,-224.875,218.8615072939963
501,,60240,-1,-254.5,165.21531406016817
502,,60360,-1,-176.46666666666667,140.93284058570435
503,,60480,-1,-194.15833333333333,234.5445229884699
504,,60600,-1,-248.01666666666668,188.30144199011212
505,,60720,-1,-220.35,224.24992196208228
506,,60840,-1,-186.19166666666666,218.90398564337644
507,,60960,-1,-225.46666666666667,216.0614855904577
508,,61080,-1,-211.225,139.96067676910778
509,,61200,-1,-215.19166666666666,219.31990697887466
510,,61320,-1,-217.5,200.2582083211572
511,,61440,-1,-215.025,207.81840881323933
512,,61560,-1,-202.55,201.7621062043118
513,,61680,-1,-249.64166666666668,228.7101439170453
514,,61800,-1,-190.75833333333333,138.51810927536596
515,,61920,-1,-195.93333333333334,143.4279571383797
516,,62040,-1,-160.21666666666667,120.80129575280041
517,,62160,-1,-203.13333333333333,208.36514157176632
518,,62280,-1,-167.83333333333334,226.78445468966538
519,,62400,-1,-175.25,185.0579301191927
520,,62520,-1,-204.01666666666668,210.73442937076567
521,,62640,-1,-232.36666666666667,195.23600817699815
522,,62760,-1,-179.3,231.57060118532607
523,,62880,-1,-172.33333333333334,194.76204855041846
524,,63000,-1,-234.46666666666667,150.70594620724899
525,,63120,-1,-186.79166666666666,169.3594744831898
526,,63240,-1,-186.10833333333332,135.54739612852111
527,,63360,-1,-171.475,203.09258818332097
528,,63480,-1,-157.375,140.3186292276736
529,,63600,-1,-223.84166666666667,164.2416916129668
530,,63720,-1,-171.11666666666667,193.84784339499083
531,,63840,-1,-205.2,242.09969021045853
532,,63960,-1,-223.70833333333334,251.86661138498602
533,,64080,-1,-156.01666666666668,149.2558755590174
534,,64200,-1,-199.375,239.6667847415101
535,,64320,-1,-193.29166666666666,191.07910211189733
536,,64440,-1,-185.925,183.68379362825308
537,,64560,-1,-189.95,201.9017851167575
538,,64680,-1,-173.01666666666668,175.1449391852994
539,,64800,-1,-235.5,125.46400546239016
540,,64920,-1,-160.925,155.46511733611928
541,,65040,-1,-170.025,154.95249070279573
542,,65160,-1,-152.75,139.68000632397846
543,,65280,-1,-157.325,225.66834671334246
544,,65400,-1,-154.5,151.2004739851477
545,,65520,-1,-152.45,111.51784984177795
546,,65640,-1,-156.59166666666667,142.3224915367287
547,,65760,-1,-181.16666666666666,230.71133960475856
548,,65880,-1,-169.16666666666666,129.9121070399351
549,,66000,-1,-159.89166666666668,188.02131066421404
550,,66120,-1,-175.14166666666668,124.11354316601482
551,,66240,-1,-164.98333333333332,128.35581945860065
552,,66360,-1,-176.01666666666668,161.7281146107737
